REF_DATE,GEO,Labour force characteristics,VALUE
2023-07,Ontario,Full-time employment,6647.7
2023-07,Ontario,Part-time employment,1390.0
2023-07,Ontario,Unemployment rate,5.6
2023-07,Ontario,Participation rate,65.8
2023-07,Ontario,Employment rate,62.1
2023-07,Manitoba,Employment,703.7
2023-07,Manitoba,Full-time employment,582.8
2023-07,Manitoba,Part-time employment,120.9
2023-07,Manitoba,Unemployment rate,5.0
2023-07,Manitoba,Participation rate,66.8
2023-07,Manitoba,Employment rate,63.4
2023-07,Saskatchewan,Employment,579.6
2023-07,Saskatchewan,Full-time employment,477.5
2023-07,Saskatchewan,Part-time employment,102.0
2023-07,Saskatchewan,Unemployment rate,5.2
2023-07,Saskatchewan,Participation rate,66.6
2023-07,Saskatchewan,Employment rate,63.1
2023-07,Alberta,Employment,2454.8
2023-07,Alberta,Full-time employment,2021.1
2023-07,Alberta,Part-time employment,433.7
2023-07,Alberta,Unemployment rate,5.9
2023-07,Alberta,Participation rate,69.8
2023-07,Alberta,Employment rate,65.6
2023-07,British Columbia,Employment,2832.8
2023-07,British Columbia,Full-time employment,2275.3
2023-07,British Columbia,Part-time employment,557.4
2023-07,British Columbia,Unemployment rate,5.5
2023-07,British Columbia,Participation rate,65.5
2023-07,British Columbia,Employment rate,61.9
2023-08,Newfoundland and Labrador,Employment,240.4
2023-08,Newfoundland and Labrador,Full-time employment,202.7
2023-08,Newfoundland and Labrador,Part-time employment,37.7
2023-08,Newfoundland and Labrador,Unemployment rate,8.6
2023-08,Newfoundland and Labrador,Participation rate,57.1
2023-08,Newfoundland and Labrador,Employment rate,52.2
2023-08,Prince Edward Island,Employment,90.9
2023-08,Prince Edward Island,Full-time employment,78.2
2023-08,Prince Edward Island,Part-time employment,12.7
2023-08,Prince Edward Island,Unemployment rate,7.7
2023-08,Prince Edward Island,Participation rate,67.3
2023-08,Prince Edward Island,Employment rate,62.1
2023-08,Nova Scotia,Employment,501.4
2023-08,Nova Scotia,Full-time employment,413.3
2023-08,Nova Scotia,Part-time employment,88.2
2023-08,Nova Scotia,Unemployment rate,6.8
2023-08,Nova Scotia,Participation rate,61.1
2023-08,Nova Scotia,Employment rate,56.9
2023-08,New Brunswick,Employment,390.1
2023-08,New Brunswick,Full-time employment,336.9
2023-08,New Brunswick,Part-time employment,53.2
2023-08,New Brunswick,Unemployment rate,7.5
2023-08,New Brunswick,Participation rate,61.0
2023-08,New Brunswick,Employment rate,56.4
2023-08,Quebec,Employment,4540.1
2023-08,Quebec,Full-time employment,3707.6
2023-08,Quebec,Part-time employment,832.4
2023-08,Quebec,Unemployment rate,4.3
2023-08,Quebec,Participation rate,65.2
2023-08,Quebec,Employment rate,62.4
2023-08,Ontario,Employment,8052.4
2023-08,Ontario,Full-time employment,6690.6
2023-08,Ontario,Part-time employment,1361.9
2023-08,Ontario,Unemployment rate,5.8
2023-08,Ontario,Participation rate,65.8
2023-08,Ontario,Employment rate,62.0
2023-08,Manitoba,Employment,705.9
2023-08,Manitoba,Full-time employment,584.6
2023-08,Manitoba,Part-time employment,121.3
2023-08,Manitoba,Unemployment rate,5.4
2023-08,Manitoba,Participation rate,67.1
2023-08,Manitoba,Employment rate,63.4
2023-08,Saskatchewan,Employment,582.7
2023-08,Saskatchewan,Full-time employment,479.4
2023-08,Saskatchewan,Part-time employment,103.3
2023-08,Saskatchewan,Unemployment rate,5.4
2023-08,Saskatchewan,Participation rate,66.9
2023-08,Saskatchewan,Employment rate,63.3
2023-08,Alberta,Employment,2465.1
2023-08,Alberta,Full-time employment,2042.5
2023-08,Alberta,Part-time employment,422.7
2023-08,Alberta,Unemployment rate,5.5
2023-08,Alberta,Participation rate,69.4
2023-08,Alberta,Employment rate,65.6
2023-08,British Columbia,Employment,2854.7
2023-08,British Columbia,Full-time employment,2268.1
2023-08,British Columbia,Part-time employment,586.6
2023-08,British Columbia,Unemployment rate,5.2
2023-08,British Columbia,Participation rate,65.6
2023-08,British Columbia,Employment rate,62.2
2023-09,Newfoundland and Labrador,Employment,240.9
2023-09,Newfoundland and Labrador,Full-time employment,203.2
2023-09,Newfoundland and Labrador,Part-time employment,37.7
2023-09,Newfoundland and Labrador,Unemployment rate,9.4
2023-09,Newfoundland and Labrador,Participation rate,57.7
2023-09,Newfoundland and Labrador,Employment rate,52.2
2023-09,Prince Edward Island,Employment,92.7
2023-09,Prince Edward Island,Full-time employment,79.8
2023-09,Prince Edward Island,Part-time employment,12.9
2023-09,Prince Edward Island,Unemployment rate,6.6
2023-09,Prince Edward Island,Participation rate,67.5
2023-09,Prince Edward Island,Employment rate,63.1
2023-09,Nova Scotia,Employment,503.2
2023-09,Nova Scotia,Full-time employment,420.3
2023-09,Nova Scotia,Part-time employment,82.8
2023-09,Nova Scotia,Unemployment rate,7.1
2023-09,Nova Scotia,Participation rate,61.4
2023-09,Nova Scotia,Employment rate,57.0
2023-09,New Brunswick,Employment,388.7
2023-09,New Brunswick,Full-time employment,335.9
2023-09,New Brunswick,Part-time employment,52.8
2023-09,New Brunswick,Unemployment rate,7.2
2023-09,New Brunswick,Participation rate,60.4
2023-09,New Brunswick,Employment rate,56.0
2023-09,Quebec,Employment,4554.5
2023-09,Quebec,Full-time employment,3704.6
2023-09,Quebec,Part-time employment,849.9
2023-09,Quebec,Unemployment rate,4.5
2023-09,Quebec,Participation rate,65.4
2023-09,Quebec,Employment rate,62.5
2023-09,Ontario,Employment,8067.1
2023-09,Ontario,Full-time employment,6680.6
2023-09,Ontario,Part-time employment,1386.5
2023-09,Ontario,Unemployment rate,5.8
2023-09,Ontario,Participation rate,65.8
2023-09,Ontario,Employment rate,62.0
2023-09,Manitoba,Employment,710.7
2023-09,Manitoba,Full-time employment,586.8
2023-09,Manitoba,Part-time employment,123.9
2023-09,Manitoba,Unemployment rate,5.2
2023-09,Manitoba,Participation rate,67.2
2023-09,Manitoba,Employment rate,63.7
2023-09,Saskatchewan,Employment,589.0
2023-09,Saskatchewan,Full-time employment,486.5
2023-09,Saskatchewan,Part-time employment,102.5
2023-09,Saskatchewan,Unemployment rate,4.8
2023-09,Saskatchewan,Participation rate,67.1
2023-09,Saskatchewan,Employment rate,63.8
2023-09,Alberta,Employment,2452.4
2023-09,Alberta,Full-time employment,2007.3
2023-09,Alberta,Part-time employment,445.1
2023-09,Alberta,Unemployment rate,5.3
2023-09,Alberta,Participation rate,68.7
2023-09,Alberta,Employment rate,65.1
2023-09,British Columbia,Employment,2874.0
2023-09,British Columbia,Full-time employment,2289.7
2023-09,British Columbia,Part-time employment,584.2
2023-09,British Columbia,Unemployment rate,5.4
2023-09,British Columbia,Participation rate,66.0
2023-09,British Columbia,Employment rate,62.5
2023-10,Newfoundland and Labrador,Employment,239.8
2023-10,Newfoundland and Labrador,Full-time employment,202.4
2023-10,Newfoundland and Labrador,Part-time employment,37.4
2023-10,Newfoundland and Labrador,Unemployment rate,9.9
2023-10,Newfoundland and Labrador,Participation rate,57.7
2023-10,Newfoundland and Labrador,Employment rate,51.9
2023-10,Prince Edward Island,Employment,92.6
2023-10,Prince Edward Island,Full-time employment,79.0
2023-10,Prince Edward Island,Part-time employment,13.6
2023-10,Prince Edward Island,Unemployment rate,6.2
2023-10,Prince Edward Island,Participation rate,67.1
2023-10,Prince Edward Island,Employment rate,63.0
2023-10,Nova Scotia,Employment,513.2
2023-10,Nova Scotia,Full-time employment,425.5
2023-10,Nova Scotia,Part-time employment,87.7
2023-10,Nova Scotia,Unemployment rate,6.5
2023-10,Nova Scotia,Participation rate,62.0
2023-10,Nova Scotia,Employment rate,58.0
2023-10,New Brunswick,Employment,391.1
2023-10,New Brunswick,Full-time employment,335.8
2023-10,New Brunswick,Part-time employment,55.2
2023-10,New Brunswick,Unemployment rate,6.7
2023-10,New Brunswick,Participation rate,60.3
2023-10,New Brunswick,Employment rate,56.3
2023-10,Quebec,Employment,4545.7
2023-10,Quebec,Full-time employment,3682.6
2023-10,Quebec,Part-time employment,863.1
2023-10,Quebec,Unemployment rate,4.9
2023-10,Quebec,Participation rate,65.5
2023-10,Quebec,Employment rate,62.3
2023-10,Ontario,Employment,8055.4
2023-10,Ontario,Full-time employment,6679.0
2023-10,Ontario,Part-time employment,1376.4
2023-10,Ontario,Unemployment rate,6.2
2023-10,Ontario,Participation rate,65.7
2023-10,Ontario,Employment rate,61.7
2023-10,Manitoba,Employment,712.9
2023-10,Manitoba,Full-time employment,586.1
2023-10,Manitoba,Part-time employment,126.8
2023-10,Manitoba,Unemployment rate,5.1
2023-10,Manitoba,Participation rate,67.2
2023-10,Manitoba,Employment rate,63.8
2023-10,Saskatchewan,Employment,596.3
2023-10,Saskatchewan,Full-time employment,489.9
2023-10,Saskatchewan,Part-time employment,106.3
2023-10,Saskatchewan,Unemployment rate,4.3
2023-10,Saskatchewan,Participation rate,67.4
2023-10,Saskatchewan,Employment rate,64.5
2023-10,Alberta,Employment,2475.0
2023-10,Alberta,Full-time employment,2022.8
2023-10,Alberta,Part-time employment,452.2
2023-10,Alberta,Unemployment rate,5.8
2023-10,Alberta,Participation rate,69.4
2023-10,Alberta,Employment rate,65.4
2023-10,British Columbia,Employment,2879.9
2023-10,British Columbia,Full-time employment,2319.8
2023-10,British Columbia,Part-time employment,560.2
2023-10,British Columbia,Unemployment rate,5.3
2023-10,British Columbia,Participation rate,65.9
2023-10,British Columbia,Employment rate,62.4
2023-11,Newfoundland and Labrador,Employment,240.3
2023-11,Newfoundland and Labrador,Full-time employment,203.4
2023-11,Newfoundland and Labrador,Part-time employment,36.8
2023-11,Newfoundland and Labrador,Unemployment rate,9.8
2023-11,Newfoundland and Labrador,Participation rate,57.6
2023-11,Newfoundland and Labrador,Employment rate,52.0
2023-11,Prince Edward Island,Employment,91.8
2023-11,Prince Edward Island,Full-time employment,78.9
2023-11,Prince Edward Island,Part-time employment,12.9
2023-11,Prince Edward Island,Unemployment rate,7.6
2023-11,Prince Edward Island,Participation rate,67.3
2023-11,Prince Edward Island,Employment rate,62.2
2023-11,Nova Scotia,Employment,512.6
2023-11,Nova Scotia,Full-time employment,428.3
2023-11,Nova Scotia,Part-time employment,84.3
2023-11,Nova Scotia,Unemployment rate,6.7
2023-11,Nova Scotia,Participation rate,62.0
2023-11,Nova Scotia,Employment rate,57.8
2023-11,New Brunswick,Employment,393.2
2023-11,New Brunswick,Full-time employment,338.2
2023-11,New Brunswick,Part-time employment,55.0
2023-11,New Brunswick,Unemployment rate,6.6
2023-11,New Brunswick,Participation rate,60.4
2023-11,New Brunswick,Employment rate,56.5
2023-11,Quebec,Employment,4542.3
2023-11,Quebec,Full-time employment,3684.8
2023-11,Quebec,Part-time employment,857.5
2023-11,Quebec,Unemployment rate,5.1
2023-11,Quebec,Participation rate,65.4
2023-11,Quebec,Employment rate,62.1
2023-11,Ontario,Employment,8063.9
2023-11,Ontario,Full-time employment,6668.7
2023-11,Ontario,Part-time employment,1395.2
2023-11,Ontario,Unemployment rate,6.1
2023-11,Ontario,Participation rate,65.5
2023-11,Ontario,Employment rate,61.6
2023-11,Manitoba,Employment,713.6
2023-11,Manitoba,Full-time employment,589.2
2023-11,Manitoba,Part-time employment,124.4
2023-11,Manitoba,Unemployment rate,4.9
2023-11,Manitoba,Participation rate,66.9
2023-11,Manitoba,Employment rate,63.7
2023-11,Saskatchewan,Employment,598.0
2023-11,Saskatchewan,Full-time employment,494.5
2023-11,Saskatchewan,Part-time employment,103.5
2023-11,Saskatchewan,Unemployment rate,4.9
2023-11,Saskatchewan,Participation rate,67.8
2023-11,Saskatchewan,Employment rate,64.5
2023-11,Alberta,Employment,2479.5
2023-11,Alberta,Full-time employment,2041.4
2023-11,Alberta,Part-time employment,438.0
2023-11,Alberta,Unemployment rate,6.0
2023-11,Alberta,Participation rate,69.4
2023-11,Alberta,Employment rate,65.3
2023-11,British Columbia,Employment,2887.0
2023-11,British Columbia,Full-time employment,2318.8
2023-11,British Columbia,Part-time employment,568.3
2023-11,British Columbia,Unemployment rate,5.4
2023-11,British Columbia,Participation rate,66.0
2023-11,British Columbia,Employment rate,62.4
2023-12,Newfoundland and Labrador,Employment,241.4
2023-12,Newfoundland and Labrador,Full-time employment,204.8
2023-12,Newfoundland and Labrador,Part-time employment,36.6
2023-12,Newfoundland and Labrador,Unemployment rate,10.3
2023-12,Newfoundland and Labrador,Participation rate,58.1
2023-12,Newfoundland and Labrador,Employment rate,52.2
2023-12,Prince Edward Island,Employment,92.0
2023-12,Prince Edward Island,Full-time employment,79.7
2023-12,Prince Edward Island,Part-time employment,12.3
2023-12,Prince Edward Island,Unemployment rate,7.8
2023-12,Prince Edward Island,Participation rate,67.5
2023-12,Prince Edward Island,Employment rate,62.2
2023-12,Nova Scotia,Employment,515.3
2023-12,Nova Scotia,Full-time employment,423.7
2023-12,Nova Scotia,Part-time employment,91.6
2023-12,Nova Scotia,Unemployment rate,6.0
2023-12,Nova Scotia,Participation rate,61.7
2023-12,Nova Scotia,Employment rate,58.0
2023-12,New Brunswick,Employment,394.4
2023-12,New Brunswick,Full-time employment,338.9
2023-12,New Brunswick,Part-time employment,55.4
2023-12,New Brunswick,Unemployment rate,6.3
2023-12,New Brunswick,Participation rate,60.3
2023-12,New Brunswick,Employment rate,56.5
2023-12,Quebec,Employment,4547.2
2023-12,Quebec,Full-time employment,3687.3
2023-12,Quebec,Part-time employment,859.9
2023-12,Quebec,Unemployment rate,4.8
2023-12,Quebec,Participation rate,65.2
2023-12,Quebec,Employment rate,62.1
2023-12,Ontario,Employment,8038.2
2023-12,Ontario,Full-time employment,6671.7
2023-12,Ontario,Part-time employment,1366.5
2023-12,Ontario,Unemployment rate,6.2
2023-12,Ontario,Participation rate,65.2
2023-12,Ontario,Employment rate,61.2
2023-12,Manitoba,Employment,716.6
2023-12,Manitoba,Full-time employment,588.0
2023-12,Manitoba,Part-time employment,128.7
2023-12,Manitoba,Unemployment rate,4.2
2023-12,Manitoba,Participation rate,66.6
2023-12,Manitoba,Employment rate,63.8
2023-12,Saskatchewan,Employment,602.8
2023-12,Saskatchewan,Full-time employment,497.5
2023-12,Saskatchewan,Part-time employment,105.3
2023-12,Saskatchewan,Unemployment rate,4.8
2023-12,Saskatchewan,Participation rate,68.2
2023-12,Saskatchewan,Employment rate,64.9
2023-12,Alberta,Employment,2480.9
2023-12,Alberta,Full-time employment,2014.9
2023-12,Alberta,Part-time employment,466.1
2023-12,Alberta,Unemployment rate,6.5
2023-12,Alberta,Participation rate,69.6
2023-12,Alberta,Employment rate,65.1
2023-12,British Columbia,Employment,2901.8
2023-12,British Columbia,Full-time employment,2342.7
2023-12,British Columbia,Part-time employment,559.1
2023-12,British Columbia,Unemployment rate,5.6
2023-12,British Columbia,Participation rate,66.3
2023-12,British Columbia,Employment rate,62.6
2024-01,Newfoundland and Labrador,Employment,247.8
2024-01,Newfoundland and Labrador,Full-time employment,210.1
2024-01,Newfoundland and Labrador,Part-time employment,37.7
2024-01,Newfoundland and Labrador,Unemployment rate,10.0
2024-01,Newfoundland and Labrador,Participation rate,59.4
2024-01,Newfoundland and Labrador,Employment rate,53.5
2024-01,Prince Edward Island,Employment,92.2
2024-01,Prince Edward Island,Full-time employment,79.5
2024-01,Prince Edward Island,Part-time employment,12.7
2024-01,Prince Edward Island,Unemployment rate,7.3
2024-01,Prince Edward Island,Participation rate,67.0
2024-01,Prince Edward Island,Employment rate,62.1
2024-01,Nova Scotia,Employment,517.3
2024-01,Nova Scotia,Full-time employment,421.7
2024-01,Nova Scotia,Part-time employment,95.6
2024-01,Nova Scotia,Unemployment rate,7.1
2024-01,Nova Scotia,Participation rate,62.5
2024-01,Nova Scotia,Employment rate,58.0
2024-01,New Brunswick,Employment,395.4
2024-01,New Brunswick,Full-time employment,335.8
2024-01,New Brunswick,Part-time employment,59.6
2024-01,New Brunswick,Unemployment rate,7.1
2024-01,New Brunswick,Participation rate,60.8
2024-01,New Brunswick,Employment rate,56.5
2024-01,Quebec,Employment,4535.0
2024-01,Quebec,Full-time employment,3702.1
2024-01,Quebec,Part-time employment,832.9
2024-01,Quebec,Unemployment rate,4.7
2024-01,Quebec,Participation rate,64.8
2024-01,Quebec,Employment rate,61.8
2024-01,Ontario,Employment,8051.0
2024-01,Ontario,Full-time employment,6629.6
2024-01,Ontario,Part-time employment,1421.4
2024-01,Ontario,Unemployment rate,6.1
2024-01,Ontario,Participation rate,65.0
2024-01,Ontario,Employment rate,61.0
2024-01,Manitoba,Employment,724.2
2024-01,Manitoba,Full-time employment,594.5
2024-01,Manitoba,Part-time employment,129.7
2024-01,Manitoba,Unemployment rate,4.2
2024-01,Manitoba,Participation rate,67.0
2024-01,Manitoba,Employment rate,64.2
2024-01,Saskatchewan,Employment,597.4
2024-01,Saskatchewan,Full-time employment,495.4
2024-01,Saskatchewan,Part-time employment,102.1
2024-01,Saskatchewan,Unemployment rate,4.8
2024-01,Saskatchewan,Participation rate,67.4
2024-01,Saskatchewan,Employment rate,64.1
2024-01,Alberta,Employment,2488.1
2024-01,Alberta,Full-time employment,2032.5
2024-01,Alberta,Part-time employment,455.6
2024-01,Alberta,Unemployment rate,6.4
2024-01,Alberta,Participation rate,69.4
2024-01,Alberta,Employment rate,65.0
2024-01,British Columbia,Employment,2903.7
2024-01,British Columbia,Full-time employment,2323.6
2024-01,British Columbia,Part-time employment,580.0
2024-01,British Columbia,Unemployment rate,5.3
2024-01,British Columbia,Participation rate,65.9
2024-01,British Columbia,Employment rate,62.4
2024-02,Newfoundland and Labrador,Employment,246.6
2024-02,Newfoundland and Labrador,Full-time employment,209.9
2024-02,Newfoundland and Labrador,Part-time employment,36.7
2024-02,Newfoundland and Labrador,Unemployment rate,10.0
